--------- beginning of /dev/log/system
W/PackageManager( 1754): Not granting permission android.permission.MODIFY_PHONE_STATE to package com.rhomobile.test_app (protectionLevel=3 flags=0xcbe44)
I/ActivityManager( 1754): Force stopping package com.rhomobile.test_app uid=10045
W/RecognitionManagerService( 1754): no available voice recognition services found
D/VoldCmdListener( 1629): asec unmount com.rhomobile.test_app-1 force
D/VoldCmdListener( 1629): asec destroy com.rhomobile.test_app-1 force
I/ActivityManager( 1754): Starting: Intent { act=android.intent.action.MAIN flg=0x10000000 cmp=com.rhomobile.test_app/com.rhomobile.rhodes.RhodesActivity } from pid 11424
I/UsageStats( 1754): No package stats for pkg:com.android.launcher
I/ActivityManager( 1754): Start proc com.rhomobile.test_app for activity com.rhomobile.test_app/com.rhomobile.rhodes.RhodesActivity: pid=11432 uid=10045 gids={3003, 1015, 1006, 3002, 3001}
W/ActivityManager( 1754): No content provider found for: 
W/InputManagerService( 1754): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4068c090
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
I/ActivityManager( 1754): Starting: Intent { act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher } from pid 1754
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
--------- beginning of /dev/log/main
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -52 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -52
D/wpa_supplicant( 1967): buf SSAT2 rssi -52
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** No Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -49 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -49
D/wpa_supplicant( 1967): buf SSAT2 rssi -49
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -49 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -49
D/wpa_supplicant( 1967): buf SSAT2 rssi -49
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** No Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -50 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -50
D/wpa_supplicant( 1967): buf SSAT2 rssi -50
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -43 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -43
D/wpa_supplicant( 1967): buf SSAT2 rssi -43
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
